adr_id,adr_term,source
C0014038,Multiple sclerosis relapse,SIDER
C0017566,Atelectasis,SIDER
C0019193,Atrial flutter,SIDER
C0019829,Cerebral infarction,SIDER
C1266194,Diabetes insipidus,SIDER
C0152267,Dupuytren's contracture,SIDER
C0020507,Encephalitis,SIDER
C0020555,Gingival hyperplasia,SIDER
C0024299,Hepatitis toxic,SIDER
C0024305,Hodgkin's disease,SIDER
C0025007,Hodgkin's disease lymphocyte predominance type stage unspecified,SIDER
C0027932,Hodgkin's disease lymphocyte depletion type stage unspecified,SIDER
C0031036,Hyperplasia,SIDER
C0034935,Hypertrichosis,SIDER
C0037822,Lymphoma,SIDER
C0038506,Non-Hodgkin's lymphoma,SIDER
C1096340,Measles,SIDER
C0085610,Neurosis,SIDER
C0151838,Polyarteritis nodosa,SIDER
C0151882,Extensor plantar response,SIDER
C0162557,Speech disorder,SIDER
C0221161,Stuttering,SIDER
C0235546,Dysphemia,SIDER
C0232766,Sinus bradycardia,SIDER
C0234369,Circumoral paresthesia,SIDER
C0234918,Purpuric rash,SIDER
C0235567,Acute hepatic failure,SIDER
C1262144,Shallow breathing,SIDER
C0270844,Hypopnoea,SIDER
C0543698,Asterixis,SIDER
C1142139,Trembling,SIDER
C0740425,Rash morbilliform,SIDER
C1141936,Sputum increased,SIDER
C0151579,Increased bronchial secretion,SIDER
C0151798,Tonic convulsion,SIDER
C0858775,Hypersensitive syndrome,SIDER
C0027092,Drug reaction with eosinophilia and systemic symptoms,SIDER
C1306571,Taste altered,SIDER
C0001126,Purple glove syndrome,SIDER
C0221706,Crystalluria,SIDER
C0002894,Hepatic necrosis,SIDER
C0005716,Myopia transient,SIDER
C0009760,Myopia,SIDER
C0015402,Hepatic insufficiency,SIDER
C0019147,Renal tubular acidosis,SIDER
C0029163,Road traffic accident,SIDER
C0032781,Refractory anaemia with an excess of blasts,SIDER
C2938875,Blastomycosis,SIDER
C0085077,Conjunctival haemorrhage,SIDER
C0085652,Eye haemorrhage,SIDER
C0152965,Coma hepatic,SIDER
C0235496,Mouth haemorrhage,SIDER
C0235632,Postnasal drip,SIDER
C0238844,Upper-airway cough syndrome,SIDER
C0241075,Acute febrile neutrophilic dermatosis,SIDER
C0242966,Pyoderma gangrenosum,SIDER
C0265031,Staphylococcal bacteraemia,SIDER
C0267566,Oral mucosal petechiae,SIDER
C0274435,Loin pain,SIDER
C0280028,Respiratory sounds decreased,SIDER
C1963864,Skin induration,SIDER
C0333243,Systemic inflammatory response syndrome,SIDER
C0519030,Haemorrhoidal haemorrhage,SIDER
C0521499,Perirectal abscess,SIDER
C0948991,Transfusion reaction,SIDER
C0521509,Refractory anemia with excess blasts in transformation,SIDER
C0549335,Myelodysplastic syndrome transformation,SIDER
C0549445,Pitting edema,SIDER
C0578455,Pneumonia klebsiella,SIDER
C0745528,Injection site pigmentation changes,SIDER
C0853326,Injection site discolouration,SIDER
C0856136,Injection site induration,SIDER
C0877211,Bone pain aggravated,SIDER
C0920166,Anaemia NOS aggravated,SIDER
C0948815,Abscess limb,SIDER
C0948976,Klebsiella sepsis,SIDER
C0003892,Dyspnoea exacerbated,SIDER
C0015300,Fatigue aggravated,SIDER
C0018813,General physical health deterioration,SIDER
C0023801,Catheter site haemorrhage,SIDER
C0024528,Catheter site erythema,SIDER
C0029445,Leukaemia cutis,SIDER
C0030922,Infusion site reactions,SIDER
C0036341,Neuropathic arthropathy,SIDER
C0085570,Exophthalmos,SIDER
C0085660,Myocardial rupture,SIDER
C0151514,Lipomatosis,SIDER
C0151937,Malaise and fatigue,SIDER
C0152459,Osteonecrosis,SIDER
C0232841,Peptic ulcer haemorrhage,SIDER
C0233514,Schizophrenia,SIDER
C0235259,Alkalosis hypokalaemic,SIDER
C0235325,Aseptic necrosis,SIDER
C0235409,Skin atrophy,SIDER
C0235453,Tendon rupture,SIDER
C0240417,Skin striae,SIDER
C0242339,Bladder dysfunction,SIDER
C0262431,Abnormal behaviour,SIDER
C0270994,Cataract subcapsular,SIDER
C0278079,Gastric haemorrhage,SIDER
C0333641,Increased insulin requirement,SIDER
C0525045,Steroid withdrawal syndrome,SIDER
C0559031,Muscle mass,SIDER
C0730328,Dyslipidaemia,SIDER
C0339383,Spinal compression fracture,SIDER
C0853761,Steroid myopathy,SIDER
C0854100,Dependence psychological,SIDER
C0919643,Atrophy,SIDER
C1960509,Affective disorder,SIDER
C0236993,Functional gastrointestinal disorder,SIDER
C0795692,Central serous retinopathy,SIDER
C0001849,Chorioretinopathy,SIDER
C0004364,Blood potassium decreased,SIDER
C0011581,Nitrogen balance negative,SIDER
C0013415,Urine calcium increased,SIDER
C0021655,Epidural lipomatosis,SIDER
C0023787,Other sleep disturbances,SIDER
C0877192,Hyperlactacidaemia,SIDER
C0034902,AIDS dementia complex,SIDER
C0221773,Autoimmune disorder,SIDER
C0520573,Depressive disorder,SIDER
C1262113,Dysthymic disorder,SIDER
C0856151,Insulin resistance,SIDER
C2711227,Lipodystrophy,SIDER
C0002064,Lipodystrophy acquired,SIDER
C0002390,Aplasia pure red cell,SIDER
C0018824,Gastrointestinal signs and symptoms,SIDER
C0019156,Hyperamylasaemia,SIDER
C0085436,Buffalo hump,SIDER
C0085577,Lipohypertrophy,SIDER
C0271899,Fat redistribution,SIDER
C0085679,Hepatic steatosis,SIDER
C0152063,Respiratory alkalosis,SIDER
C0854144,Alveolitis allergic,SIDER
C0162283,Cardiac valve disease,SIDER
C0232807,Venoocclusive liver disease,SIDER
C0232831,Meningitis cryptococcal,SIDER
C0235723,Normocytic anemia,SIDER
C0281856,Normochromic normocytic anaemia,SIDER
C0553732,Hyperchloraemia,SIDER
C0595885,Streptobacillary fever,SIDER
C0919890,Septic arthritis streptobacillus,SIDER
C0852921,Nephrogenic diabetes insipidus,SIDER
C0948715,Function kidney decreased,SIDER
C1504419,Hyposthenuria,SIDER
C3203358,Reaction febrile,SIDER
C0024031,Generalized aching,SIDER
C0149904,Prothrombin level decreased,SIDER
C0151465,Serum potassium decreased,SIDER
C0151701,Hyperfibrinogenaemia,SIDER
C0234916,Blood fibrinogen increased,SIDER
C0234935,Infusion related reaction,SIDER
C0239981,Pelvic haemorrhage,SIDER
C0857448,Hypoventilation,SIDER
C0007166,Low back pain,SIDER
C0007398,Hepatitis cholestatic,SIDER
C0021775,Renal abscess,SIDER
C0022281,Pulmonary haemorrhage,SIDER
C0259817,Rash follicular,SIDER
C0344320,Acute urticaria,SIDER
C0701811,Hypoalbuminaemia,SIDER
C1456822,Serum urea increased,SIDER
C3665609,Cardiac output decreased,SIDER
C0001339,Catatonia,SIDER
C0005694,Intermittent claudication,SIDER
C0022672,Eye pruritus,SIDER
C0032788,Xerosis,SIDER
C0041105,Vivid dreams,SIDER
C0151205,Short-term memory loss,SIDER
C0152032,Claudication,SIDER
C0154946,Conjunctival xerosis,SIDER
C0235853,Pancreatitis acute,SIDER
C0030805,Bladder neck obstruction,SIDER
C0241705,Nephrosis lower nephron,SIDER
C0302809,Postoperative hemorrhage,SIDER
C0427108,Trismus,SIDER
C0549493,Periorbital oedema,SIDER
C0699828,Urinary hesitation,SIDER
C0856054,Acute angle-closure glaucoma,SIDER
C0877055,Pemphigoid reaction,SIDER
C0877398,Pemphigoid,SIDER
C0919823,Strangury,SIDER
C1096035,Hepatitis fulminant,SIDER
C1739363,Unsteadiness,SIDER
C1704272,Alveolitis,SIDER
C2609176,Serotonin syndrome,SIDER
C0085602,Mental status changes,SIDER
C0151686,Acute generalised exanthematous pustulosis,SIDER
C0206160,Anaemia postoperative,SIDER
C0542247,Cytolytic hepatitis,SIDER
C0232910,Infusion site pain,SIDER
C1455782,Prostatic hypertrophy,SIDER
C0274702,Benign prostatic hyperplasia,SIDER
C0007971,Kounis syndrome,SIDER
C0009917,Polydipsia,SIDER
C0333472,Growth retardation,SIDER
C0858867,Reticulocytosis,SIDER
C0007177,Tremulousness,SIDER
C0020523,Teratogenicity,SIDER
C0030593,Vagotonia,SIDER
C0085650,Cholinergic syndrome,SIDER
C0235030,Cheilitis,SIDER
C0235573,Muscle contracture,SIDER
C0424489,Epidermolysis,SIDER
C0542149,Reticulocytopenia,SIDER
C0740399,Cardiac tamponade,SIDER
C0855223,Type I hypersensitivity,SIDER
C0856677,Pars planitis,SIDER
C1096543,Purpura fulminans,SIDER
C0259799,Neurologic reaction,SIDER
C2973529,Haemoglobinaemia,SIDER
C3665444,Chapped lips,SIDER
C0032914,Injection site phlebitis,SIDER
C0032989,Auditory and visual hallucinations,SIDER
C0040584,Hallucinations,SIDER
C0085128,Accelerated hair loss,SIDER
C0221045,Superficial punctate keratopathy,SIDER
C0151596,Punctate keratitis,SIDER
C0221490,Leukocytoclastic vasculitis,SIDER
C0232197,Neutrophilia,SIDER
C0234373,Pre-eclampsia,SIDER
C0235082,Multiple pregnancy,SIDER
C0235108,Tracheitis,SIDER
C0235746,Cardiac output increased,SIDER
C0235906,Cardiac failure high output,SIDER
C0236072,Tongue discolouration,SIDER
C0239842,Epigastric distress,SIDER
C0410918,Cardiac fibrillation,SIDER
C0700361,Tremor fine,SIDER
C0853908,Tremor muscle,SIDER
C0863093,Feeling tense,SIDER
C1145628,Saliva altered,SIDER
C0259749,Bronchospasm aggravated,SIDER
C1258192,Bronchospasm paradoxical,SIDER
C0855329,Tremor of hands,SIDER
C0026113,Tachycardia foetal,SIDER
C0175167,Emotional distress,SIDER
C0234894,Oropharyngeal swelling,SIDER
C0263449,Cold symptoms,SIDER
C0001349,Unspecified disorder of autonomic nervous system,SIDER
C0014583,Autonomic neuropathy,SIDER
C0014852,Vascular resistance systemic,SIDER
C0015802,Electrocardiogram change,SIDER
C0020438,Miliaria,SIDER
C0026636,Acneiform eruption,SIDER
C0029434,Dermatitis acneiform,SIDER
C0029443,Dermatitis perioral,SIDER
C0162386,Acute phase reaction,SIDER
C0272753,Episcleritis,SIDER
C0341117,Oesophageal disorder,SIDER
C0267055,Femur fracture,SIDER
C0743575,Hypercalciuria,SIDER
C1442968,Oral disorder,SIDER
C2711248,Osteogenesis imperfecta,SIDER
C3495947,Osteomyelitis,SIDER
C3495700,Femur fracture subtrochanteric,SIDER
C0013608,Femur shaft fracture,SIDER
C0026205,Esophageal erosions,SIDER
C0277885,Erosive oesophagitis,SIDER
C0277890,Oesophageal irritation,SIDER
C0549346,Anastomotic ulcer,SIDER
C0549356,Osteonecrosis of jaw,SIDER
C0549374,Atypical stress fracture,SIDER
C0158252,Atypical fracture,SIDER
C0860204,Oedema due to cardiac disease,SIDER
C1688637,Miosis,SIDER
C1735601,Blood pressure systolic decreased,SIDER
C0005699,Blood pressure diastolic decreased,SIDER
C0020981,Ischial neuralgia,SIDER
C0021364,Inflicted injury,SIDER
C0022081,Lumbar disc lesion,SIDER
C0024282,Intervertebral disc disorder,SIDER
C0038220,Cholestatic liver disease,SIDER
C0038238,Intraoperative floppy iris syndrome,SIDER
C0043049,Floppy iris syndrome,SIDER
C0085684,Blast cell crisis,SIDER
C0270810,Angioimmunoblastic T-cell lymphoma,SIDER
C0151436,Infertility male,SIDER
C0151613,Iritis,SIDER
C0853748,Lymphocytosis,SIDER
C0233931,Status epilepticus,SIDER
C0234533,Steatorrhoea,SIDER
C0240925,Water intoxication,SIDER
C0020569,Footdrop,SIDER
C0243065,Peroneal nerve palsy,SIDER
C0267940,Allergic cutaneous angiitis,SIDER
C0476486,Electrolyte abnormality,SIDER
C0521464,Blood electrolytes abnormal,SIDER
C0553548,Nocturnal emission,SIDER
C0856069,Convulsions generalised,SIDER
C2712871,Salivary gland swelling,SIDER
C0020635,Salivary gland enlargement,SIDER
C0021933,Aplasia,SIDER
C0221170,Pancreatitis haemorrhagic,SIDER
C0235620,Generalized lymphadenopathy,SIDER
C0267166,Skin oedema,SIDER
C0281825,Angiitis necrotising,SIDER
C0522245,Vasculitis gastrointestinal,SIDER
C0549385,Gout attack,SIDER
C0863090,Hypopituitarism,SIDER
C0920157,Intussusception,SIDER
C2004435,Muscle stiffness,SIDER
C1142335,Haemorrhage urinary tract,SIDER
C1142015,Gastroduodenitis,SIDER
C1264613,Dysequilibrium,SIDER
C2607914,Feeling hot and cold,SIDER
C0015726,Feeling of body temperature change,SIDER
C0020514,Dyspeptic signs and symptoms,SIDER
C0026838,Allergic skin reaction,SIDER
C0030319,Mesenteric ischemia,SIDER
C0037315,Intestinal ischaemia,SIDER
C0221100,Reproductive system haemorrhages,SIDER
C0233796,Bilirubin abnormal,SIDER
C0233844,Blood bilirubin abnormal,SIDER
C0235097,Gastrointestinal infection,SIDER
C0234547,Rhinitis allergic,SIDER
C0235295,Fear,SIDER
C0392702,Hyperprolactinaemia,SIDER
C0424230,Muscle spasticity,SIDER
C0424296,Panic disorder,SIDER
C0455204,Sleep apnoea syndrome,SIDER
C0522042,Hangover,SIDER
C0522165,Amnesia transient,SIDER
C0522172,Clumsiness,SIDER
C0542313,Withdrawal seizures,SIDER
C0546947,Drug withdrawal convulsions,SIDER
C0740858,Abdominal distress,SIDER
C0859023,Abnormal involuntary movements,SIDER
C3248383,Psychomotor retardation,SIDER
C0920289,Disinhibition,SIDER
C0025362,Homicidal ideation,SIDER
C0027849,Loss of control of legs,SIDER
C0030662,Feeling of relaxation,SIDER
C0085637,Feeling drunk,SIDER
C0085642,Sleep talking,SIDER
C0233479,Choking sensation,SIDER
C0262576,Substance abuse,SIDER
C0264490,Talkativeness,SIDER
C0312420,Logorrhoea,SIDER
C0854212,Sluggishness,SIDER
C0039446,Mental retardation,SIDER
C0271738,Neuroleptic malignant syndrome,SIDER
C0024530,Pathological gambling,SIDER
C0026976,Oculogyric crisis,SIDER
C0151705,Livedo reticularis,SIDER
C0232808,Elevated mood,SIDER
C0233715,Nerve paralysis,SIDER
C0271240,Acute respiratory failure,SIDER
C0271298,Hypersexuality,SIDER
C0151601,Subepithelial opacities,SIDER
C0743323,Telangiectasia,SIDER
C0853800,Secondary adrenocortical insufficiency,SIDER
C0857353,Malaria,SIDER
C1328539,Myelitis transverse,SIDER
C0020626,Retroperitoneal haemorrhage,SIDER
C0521465,Shutdown renal,SIDER
C0595882,Speech impairment NOS,SIDER
C3665346,Blindness unilateral,SIDER
C0001623,Chemosis,SIDER
C0034013,Conjunctival oedema,SIDER
C0042380,Acute dyspnea,SIDER
C0042755,Contrast media reaction,SIDER
C0744727,Hypotensive,SIDER
C0152165,Reflex tachycardia,SIDER
C0221158,Hypoparathyroidism,SIDER
C0546959,Toxic skin eruption,SIDER
C0270611,Serum calcium decreased,SIDER
C0948268,Unspecified visual loss,SIDER
C1140716,Adrenal insufficiency,SIDER
C1963951,Precocious puberty,SIDER
C0029944,Vascular resistance,SIDER
C0007758,Virilism,SIDER
C0014534,Haematocrit decreased,SIDER
C0018188,Persistent vomiting,SIDER
C0019187,Multifocal atrial tachycardia,SIDER
C0022581,Atrial tachycardia,SIDER
C0022661,Brain injury,SIDER
C0023211,Haemodynamic instability,SIDER
C0024437,Hypoxic-ischaemic encephalopathy,SIDER
C0027868,Acute overdose,SIDER
C0029132,Overdose,SIDER
C0030591,Cerebellar ataxia,SIDER
C0032231,Epididymitis,SIDER
C0040137,Granuloma,SIDER
C0040136,Hepatitis alcoholic,SIDER
C0085786,Acquired keratoderma,SIDER
C1279945,Renal failure chronic,SIDER
C1800706,Bundle branch block left,SIDER
C0149881,Macular degeneration,SIDER
C0029191,Neuromyopathy,SIDER
C0151859,Optic nerve disorder,SIDER
C0151878,Paroxysmal ventricular tachycardia,SIDER
C0152081,Pleurisy,SIDER
C0155118,Thyroid nodule,SIDER
C0159039,Thyroid neoplasm,SIDER
C0162281,Hamman-Rich syndrome,SIDER
C0231303,Acute interstitial pneumonitis,SIDER
C0234133,Idiopathic pulmonary fibrosis,SIDER
C0235270,Epididymo-orchitis,SIDER
C0238796,Orchitis,SIDER
C0242770,Polyserositis,SIDER
C0264383,Electrocardiogram QT prolonged,SIDER
C0264893,Pustular psoriasis,SIDER
C0270922,Corneal degeneration,SIDER
C0340861,Spontaneous bruising,SIDER
C0341439,Corneal deposits,SIDER
C0344432,Distress,SIDER
C0348024,Extrapyramidal symptoms,SIDER
C0427086,Keratopathy,SIDER
C0581386,Bone marrow granuloma,SIDER
C0586553,Bronchiolitis obliterans with organizing pneumonia,SIDER
C0853019,Organising pneumonia,SIDER
C0745754,Nodal arrhythmia,SIDER
C0852879,Demyelinating polyneuropathy,SIDER
C0857576,Pulseless electrical activity,SIDER
C0476414,Chronic liver disease,SIDER
C0861171,Multifocal ventricular tachycardia,SIDER
C0920171,Dysfunction thyroid,SIDER
C0948595,Movements involuntary,SIDER
C1112256,Chronic anxiety,SIDER
C1442835,Thyrotropin high,SIDER
C1510497,Blood thyroid stimulating hormone increased,SIDER
C1527407,Hepatic granuloma,SIDER
C2363809,Pulmonary alveolar haemorrhage,SIDER
C0011071,Thyroid function abnormal,SIDER
C1457883,Thyroid function test abnormal,SIDER
C1735368,Gritty feeling in eyes,SIDER
C0030446,Foreign body sensation in eyes,SIDER
C0151480,Ocular discomfort,SIDER
C0152198,Peripheral sensorimotor neuropathy,SIDER
C0235293,Solar dermatitis,SIDER
C0235347,Lenticular opacities,SIDER
C0264886,Eosinophilic pneumonia,SIDER
C0392676,Incessant ventricular tachycardia,SIDER
C0424823,Sudden death,SIDER
C0341047,Aggressive reaction,SIDER
C0855333,Acute dystonia,SIDER
C0024117,Ileus paralytic,SIDER
C0085129,Antinuclear antibody positive,SIDER
C0043349,Accommodation disorder,SIDER
C0234987,Taste peculiar,SIDER
C0235848,Black hairy tongue,SIDER
C0221345,Conduction disorder,SIDER
C0546956,Hyperpyrexia,SIDER
C0001416,Parotid swelling,SIDER
C0024205,Parotid gland enlargement,SIDER
C0085611,Electrocardiogram QT corrected interval prolonged,SIDER
C0428974,Chronic obstructive pulmonary disease,SIDER
C0426584,Bronchial hyperreactivity,SIDER
C0006848,Xerophthalmia,SIDER
C0038826,Dizziness postural,SIDER
C0040434,Skin cold clammy,SIDER
C0085819,Nail discolouration,SIDER
C0238106,Onychoclasis,SIDER
C0151565,Adenitis,SIDER
C0151623,Lymphadenitis,SIDER
C0751494,Atrial arrhythmia,SIDER
C1257843,Arrhythmia supraventricular,SIDER
C1736172,Appetite exaggerated,SIDER
C0740651,Mucocutaneous candidiasis,SIDER
C2939103,Superinfection,SIDER
C0522153,Tooth discolouration,SIDER
C0541832,Antibiotic associated colitis,SIDER
C0020542,Clostridium difficile colitis,SIDER
C0023473,Hemorrhagic colitis,SIDER
C0032463,Enterocolitis haemorrhagic,SIDER
C0040028,Convulsive seizure,SIDER
C0857361,Pseudomembranous colitis,SIDER
C0019557,Acute cytolytic hepatitis,SIDER
C0034152,Abdominal symptom,SIDER
C0151547,Perioral paraesthesia,SIDER
C0154251,Urine color abnormal,SIDER
C0158328,Chromaturia,SIDER
C0241633,Pulmonary hypertension,SIDER
C0520589,Chronic myeloid leukaemia,SIDER
C0521170,Polycythaemia vera,SIDER
C0549399,Essential thrombocythaemia,SIDER
C0595929,Headache occurring,SIDER
C0595930,Hip fracture,SIDER
C0853891,Henoch-Schonlein purpura,SIDER
C0857496,Cataract specified,SIDER
C0877035,Lipid metabolism disorder,SIDER
C1522133,Trigger finger,SIDER
C1527411,Vaginal dryness,SIDER
C0853008,Vulvovaginal dryness,SIDER
C0030567,Osteoporotic fracture,SIDER
C0005743,Low density lipoprotein increased,SIDER
C0005745,Cholesterol serum elevated,SIDER
C0005747,Blood cholesterol increased,SIDER
C0015423,Tumour flare,SIDER
C0042420,Thromboembolic event,SIDER
C0234665,Oestrogenic effect,SIDER
C0239454,High cholesterol,SIDER
C0392163,Retinal vein thrombosis,SIDER
C0423006,Parkinson's disease aggravated,SIDER
C0423232,Parkinson's disease,SIDER
C0855704,Blepharoconjunctivitis,SIDER
C0743680,Eyelid ptosis,SIDER
C0853336,Blepharospasm,SIDER
C0859253,Eyelid disorder,SIDER
C0860499,Syncope vasovagal,SIDER
C0948294,Eyelid retraction,SIDER
C0948786,Erythema of eyelid,SIDER
C0002965,Corneal erosion,SIDER
C0151661,Eye discharge,SIDER
C0151814,Corneal staining,SIDER
C3160770,Vital dye staining cornea present,SIDER
C0008049,Eye oedema,SIDER
C0019087,Corneal infiltrates,SIDER
C0035400,Microhemorrhage,SIDER
C0235283,Conjunctival follicles,SIDER
C0268030,Eyelid margin crusting,SIDER
C0857177,Blanching,SIDER
C0008372,Angina unstable,SIDER
C0018816,Peripheral gangrene,SIDER
C0018818,Coronary artery occlusion,SIDER
C0023212,Minor bleed,SIDER
C0026266,Varicella,SIDER
C0037052,Haemorrhagic disorder,SIDER
C0038218,Reye's syndrome,SIDER
C0221155,Ear buzzing,SIDER
C0235763,Acidemia,SIDER
C0948369,Arthritic pains,SIDER
C1610080,Cholestasis intrahepatic,SIDER
C1610056,Cardiac septal defect,SIDER
C0014335,Ventricular septal defect,SIDER
C0015469,Left ventricular failure,SIDER
C0919980,Mitral valve incompetence,SIDER
C0027080,Sick sinus syndrome,SIDER
C0853875,Status asthmaticus,SIDER
C0034951,Systolic hypertension,SIDER
C0039520,Psoriasis flare-up,SIDER
C0040485,Myocardial reinfarction,SIDER
C0151824,ANA increased,SIDER
C0158350,Antinuclear antibody increased,SIDER
C0240291,Enteritis,SIDER
C0853750,Facial paralysis,SIDER
C0242979,VIIth nerve paralysis,SIDER
C0281913,Myoglobinuria,SIDER
C0542476,Myoglobin urine present,SIDER
C0553692,Refraction disorder,SIDER
C0555120,Tenosynovitis,SIDER
C0948008,Torticollis,SIDER
C3267047,Biliary colic,SIDER
C0002886,Tendinous contracture,SIDER
C0016579,Mg reduced,SIDER
C0020510,Blood magnesium decreased,SIDER
C0024314,Muscle fatigue,SIDER
C0549463,Muscle swelling,SIDER
C0025202,Forgetfulness,SIDER
C0030343,Haemorrhagic stroke,SIDER
C0030781,White blood cells urine positive,SIDER
C0542035,Ischaemic stroke,SIDER
C0851140,Immune-mediated necrotising myopathy,SIDER
C0007868,Anaemia macrocytic,SIDER
C1261473,Formication,SIDER
C1333984,Nodular regenerative hyperplasia,SIDER
C0022073,Lymphoproliferative disorder,SIDER
C0042900,X-linked lymphoproliferative syndrome,SIDER
C0263383,Malignant melanoma,SIDER
C1527358,Panuveitis,SIDER
C0003126,Peliosis hepatis,SIDER
C0003873,Hypoplasia erythroid,SIDER
C0015393,Cervix carcinoma stage 0,SIDER
C0015395,Cervical dysplasia,SIDER
C0235290,Sarcoma,SIDER
C0235761,Hepatosplenic T-cell lymphoma,SIDER
C0236053,Iridocyclitis,SIDER
C0344357,Vitiligo,SIDER
C0542101,Keratosis pilaris,SIDER
C0562057,Phototoxicity,SIDER
C0858600,Anosmia,SIDER
C1112369,Rheumatoid arthritis,SIDER
C0001175,Congenital eye disorder,SIDER
C0032529,Eye burns,SIDER
C0034194,Taste bitter,SIDER
C0043167,Nasal septum perforation,SIDER
C0085393,Mucosal ulceration,SIDER
C0162119,Nocturnal dyspnoea,SIDER
C0750857,Nasal burning,SIDER
C0850569,Burning in throat,SIDER
C0860866,Taste sweet,SIDER
C0860871,Paranasal sinus hypersecretion,SIDER
C1112709,Acquired immunodeficiency syndrome,SIDER
C0041976,Genetic polymorphism,SIDER
C1262006,Pyloric stenosis,SIDER
C1262760,Pertussis,SIDER
C0860207,Immunocompromised,SIDER
C2363980,Haemoglobin decreased,SIDER
C0853847,Alkaline phosphatase serum increased,SIDER
C0239113,Allergic rash,SIDER
C0262662,Potassium low,SIDER
C0013363,Sodium decreased,SIDER
C0262385,Unspecified non-gonococcal urethritis (NGU),SIDER
C0020701,Urethritis,SIDER
C0009946,Sinusitis bacterial,SIDER
C0151810,Drug-induced hepatitis,SIDER
C0151818,Drug-induced liver injury,SIDER
C0151934,Cross resistance,SIDER
C0231365,Pathogen resistance,SIDER
C0235439,Coombs test positive,SIDER
C0259768,Ventricular bigeminy,SIDER
C0392674,Dysautonomia,SIDER
C0426390,Autonomic nervous system imbalance,SIDER
C1321898,Hysteria,SIDER
C0001622,Conversion disorder,SIDER
C0010481,Lack of drug effect,SIDER
C0919659,Opisthotonus,SIDER
C0035457,Hypogeusia,SIDER
C0848309,Urination impaired,SIDER
C0264268,Ankle edema,SIDER
C0276680,Wound dehiscence,SIDER
C0030807,Exhaustion,SIDER
C0398370,Bladder spasm,SIDER
C0541923,Blood in stool,SIDER
C0948050,Hyperadrenocorticism,SIDER
C0019151,Cushing's syndrome,SIDER
C0020599,Oropharyngeal candidiasis,SIDER
C0877717,Perennial allergic rhinitis,SIDER
C0149526,Rhinitis perennial,SIDER
C0018843,Nasal septum ulceration,SIDER
C0233763,Candida albicans infection,SIDER
C0587054,Pemphigus,SIDER
C2939094,Lipoedema,SIDER
C0005697,Lip oedema,SIDER
C0024198,Upper respiratory tract signs and symptoms,SIDER
C0031111,Small bowel angioedema,SIDER
C0035021,Hepatic encephalopathy,SIDER
C0040414,Hypocalciuria,SIDER
C0239276,Potassium imbalance,SIDER
C0239375,Burning mouth,SIDER
C0520736,Allergic urticaria,SIDER
C0541766,Heat stroke,SIDER
C0595879,Hallucination,SIDER
C0595878,Numbness in fingers,SIDER
C0679429,Skin sensitisation,SIDER
C1167750,Neurogenic bladder,SIDER
C0240211,Lyme disease,SIDER
C0155626,Periostitis,SIDER
C0007194,Relapsing fever,SIDER
C0015407,Tongue hairy,SIDER
C0024032,Eosinophiluria,SIDER
C1963897,Numbness of limbs,SIDER
C0026846,Coombs positive haemolytic anaemia,SIDER
C0027543,Aggravation of existing disorder,SIDER
C0035344,Sodium high,SIDER
C0041296,Blood sodium increased,SIDER
C0239295,Platelet dysfunction,SIDER
C0410198,Hoigne's syndrome,SIDER
C0423273,Lip swelling,SIDER
C0856808,Acute myocardial infarction,SIDER
C0858617,Hypertrophic cardiomyopathy,SIDER
C0003079,Eye infection viral,SIDER
C0004095,Birth weight low,SIDER
C0009759,Low birth weight baby,SIDER
C0030332,Muscle atrophy,SIDER
C0040156,Necrosis ischaemic,SIDER
C0235901,Retinopathy of prematurity,SIDER
C0242461,Tuberculosis,SIDER
C0264714,Oesophageal candidiasis,SIDER
C0497201,Proximal myopathy,SIDER
C0859996,Scleral thinning,SIDER
C0854097,Polymorphonuclear leukocytosis,SIDER
C0860645,Posterior subcapsular cataract,SIDER
C1305875,Pupils unequal,SIDER
C0178421,Asthenopia,SIDER
C0151463,Conjunctival disorder,SIDER
C0155365,Panophthalmitis,SIDER
C0232693,Thyrotoxicosis,SIDER
C0151544,Lacrimation abnormal NOS,SIDER
C0162316,Purpura non-thrombocytopenic,SIDER
C0558148,Cardiac failure acute,SIDER
C2242708,Abnormal sensation in eye,SIDER
C0948733,Corneal sensitivity decreased,SIDER
C0159066,Hypoaesthesia eye,SIDER
C0011644,Bizarre dreams,SIDER
C0152169,Fibroadenosis of breast,SIDER
C0235296,Fibroadenoma of breast,SIDER
C0235492,Breast abscess,SIDER
C0034735,Vitreous disorder,SIDER
C0235522,Borborygmi,SIDER
C0235560,Gastrointestinal carcinoma,SIDER
C0235822,Iron deficiency anaemia,SIDER
C0268104,Yellow skin,SIDER
C0813230,Hypertransaminasaemia,SIDER
C2939062,Abdominal spasm,SIDER
C0235462,Abdominal rigidity,SIDER
C3160766,Scleroderma,SIDER
C0265072,Renal colic,SIDER
C0009766,Epigastric pain not food-related,SIDER
C0020302,Raynaud-like disorder,SIDER
C0035854,Raynaud's phenomenon,SIDER
C0042165,Vein disorder,SIDER
C0042907,Respiratory tract haemorrhage,SIDER
C0221384,Overdose effect,SIDER
C0234655,Purine metabolism disorder,SIDER
C0235218,Serum triglycerides increased,SIDER
C0235267,Respiratory tract oedema,SIDER
C0849918,Anginal attack,SIDER
C0863079,Supine hypotension,SIDER
C0863084,Inferior vena cava syndrome,SIDER
